Subject Contingency Block Time xMouse yMouse Sound 
5	1	1	7.691800e-03	551	981	0
5	1	1	4.258696e-01	569	971	0
5	1	1	4.430060e-01	602	955	0
5	1	1	4.593450e-01	624	943	0
5	1	1	4.763171e-01	629	941	0
5	1	1	4.929714e-01	631	941	0
5	1	1	5.089177e-01	632	941	0
5	1	1	5.259945e-01	633	938	0
5	1	1	5.428910e-01	647	928	0
5	1	1	5.587972e-01	662	911	0
5	1	1	5.765726e-01	687	879	0
5	1	1	5.925662e-01	723	841	0
5	1	1	6.093163e-01	762	797	0
5	1	1	6.259717e-01	792	763	0
5	1	1	6.430211e-01	815	736	0
5	1	1	6.588864e-01	832	712	0
5	1	1	6.755446e-01	846	692	0
5	1	1	6.925452e-01	856	674	0
5	1	1	7.092743e-01	862	662	0
5	1	1	7.262640e-01	868	654	0
5	1	1	7.422017e-01	870	649	0
5	1	1	7.587156e-01	875	644	0
5	1	1	7.758191e-01	879	639	0
5	1	1	7.925297e-01	886	629	0
5	1	1	8.089285e-01	893	616	0
5	1	1	8.253598e-01	900	606	0
5	1	1	8.421990e-01	905	597	0
5	1	1	8.589693e-01	907	594	0
5	1	1	8.755682e-01	911	589	0
5	1	1	8.921326e-01	915	584	0
5	1	1	9.087471e-01	920	579	0
5	1	1	9.252900e-01	925	575	0
5	1	1	9.420630e-01	926	574	0
5	1	1	9.585792e-01	928	572	0
5	1	1	9.923179e-01	929	572	0
5	1	1	1.009586e+00	934	569	0
5	1	1	1.035015e+00	938	565	0
5	1	1	1.043462e+00	943	561	0
5	1	1	1.059287e+00	948	557	0
5	1	1	1.077028e+00	953	552	0
5	1	1	1.101539e+00	957	546	0
5	1	1	1.109483e+00	960	542	0
5	1	1	1.125609e+00	964	539	0
5	1	1	1.142439e+00	964	538	0
5	1	1	1.442251e+00	964	537	0
5	1	1	1.459198e+00	967	528	0
5	1	1	1.475394e+00	970	511	0
5	1	1	1.491814e+00	974	487	0
5	1	1	1.509411e+00	977	460	0
5	1	1	1.525273e+00	980	436	0
5	1	1	1.542011e+00	986	415	0
5	1	1	1.558802e+00	992	395	0
5	1	1	1.575927e+00	997	378	0
5	1	1	1.592737e+00	1002	362	0
5	1	1	1.608990e+00	1005	351	0
5	1	1	1.625039e+00	1006	346	0
5	1	1	1.641672e+00	1009	339	0
5	1	1	1.659602e+00	1014	331	0
5	1	1	1.675829e+00	1016	325	0
5	1	1	1.691885e+00	1016	319	0
5	1	1	1.708396e+00	1016	310	0
5	1	1	1.725462e+00	1016	301	0
5	1	1	1.742022e+00	1012	292	0
5	1	1	1.758449e+00	1011	283	0
5	1	1	1.775040e+00	1008	271	0
5	1	1	1.791723e+00	999	260	0
5	1	1	1.809547e+00	990	247	0
5	1	1	1.825947e+00	981	235	0
5	1	1	1.841729e+00	976	230	0
5	1	1	1.859144e+00	973	228	0
5	1	1	1.875051e+00	971	225	0
5	1	1	1.892069e+00	971	224	0
5	1	1	1.975338e+00	970	224	0
5	1	1	1.991549e+00	970	233	0
5	1	1	2.017130e+00	965	245	0
5	1	1	2.029494e+00	961	260	3
5	1	1	2.041995e+00	958	275	0
5	1	1	2.058794e+00	956	289	0
5	1	1	2.075118e+00	954	298	0
5	1	1	2.091577e+00	954	302	0
5	1	1	2.108377e+00	954	304	0
5	1	1	2.241629e+00	954	303	0
5	1	1	2.258543e+00	954	301	0
5	1	1	2.274942e+00	954	299	0
5	1	1	2.291566e+00	954	298	0
5	1	1	2.315659e+00	954	294	0
5	1	1	2.329768e+00	955	289	0
5	1	1	2.342685e+00	955	283	0
5	1	1	2.358581e+00	956	278	0
5	1	1	2.375214e+00	957	273	0
5	1	1	2.392359e+00	959	267	0
5	1	1	2.408511e+00	959	261	0
5	1	1	2.425450e+00	960	260	0
5	1	1	2.459564e+00	960	258	0
5	1	1	2.658323e+00	960	266	0
5	1	1	2.675098e+00	954	283	0
5	1	1	2.691674e+00	951	301	0
5	1	1	2.708993e+00	944	318	0
