"","Subject","Level","Block","Trial","Condition","TrialType","EventType","EventTime","SoundID","AnimationID","MovDir","Congruency","Response","Correctness"
"398",16,1,5,5,"1",2,4,228.5723,5,37,2,0,1,FALSE
"399",16,1,5,6,"1",2,3,230.7208,1,9,1,1,NA,NA
"400",16,1,5,6,"1",2,1,230.723,NA,NA,NA,NA,NA,NA
"401",16,1,5,6,"1",2,4,232.1513,1,9,1,1,0,FALSE
"402",16,1,6,NA,"1",1,1,240.6723,NA,NA,NA,NA,NA,NA
"403",16,1,6,NA,"1",1,2,241.0397,1,NA,NA,NA,NA,NA
"404",16,1,6,NA,"1",1,2,242.3921,3,NA,NA,NA,NA,NA
"405",16,1,6,NA,"1",1,2,242.9432,4,NA,NA,NA,NA,NA
"406",16,1,6,NA,"1",1,2,243.8615,2,NA,NA,NA,NA,NA
"407",16,1,6,NA,"1",1,2,244.3624,1,NA,NA,NA,NA,NA
"408",16,1,6,NA,"1",1,2,245.5813,3,NA,NA,NA,NA,NA
"409",16,1,6,NA,"1",1,2,245.8993,4,NA,NA,NA,NA,NA
"410",16,1,6,NA,"1",1,2,246.4495,2,NA,NA,NA,NA,NA
"411",16,1,6,NA,"1",1,2,246.7179,1,NA,NA,NA,NA,NA
"412",16,1,6,NA,"1",1,2,247.7853,3,NA,NA,NA,NA,NA
"413",16,1,6,NA,"1",1,2,248.1204,4,NA,NA,NA,NA,NA
"414",16,1,6,NA,"1",1,2,248.7537,2,NA,NA,NA,NA,NA
"415",16,1,6,NA,"1",1,2,249.0376,1,NA,NA,NA,NA,NA
"416",16,1,6,NA,"1",1,2,251.1748,3,NA,NA,NA,NA,NA
"417",16,1,6,NA,"1",1,2,251.6267,4,NA,NA,NA,NA,NA
"418",16,1,6,NA,"1",1,2,252.2768,4,NA,NA,NA,NA,NA
"419",16,1,6,NA,"1",1,2,253.1951,2,NA,NA,NA,NA,NA
"420",16,1,6,NA,"1",1,2,253.4799,1,NA,NA,NA,NA,NA
"421",16,1,6,NA,"1",1,2,254.8652,7,NA,NA,NA,NA,NA
"422",16,1,6,NA,"1",1,2,255.6329,6,NA,NA,NA,NA,NA
"423",16,1,6,NA,"1",1,2,256.8851,2,NA,NA,NA,NA,NA
"424",16,1,6,NA,"1",1,2,257.2195,1,NA,NA,NA,NA,NA
"425",16,1,6,NA,"1",1,2,257.9872,7,NA,NA,NA,NA,NA
"426",16,1,6,NA,"1",1,2,258.5047,6,NA,NA,NA,NA,NA
"427",16,1,6,NA,"1",1,2,259.7738,5,NA,NA,NA,NA,NA
"428",16,1,6,NA,"1",1,2,260.2594,8,NA,NA,NA,NA,NA
"429",16,1,6,NA,"1",1,1,260.6919,NA,NA,NA,NA,NA,NA
"430",16,1,6,NA,"1",2,1,261.1947,NA,NA,NA,NA,NA,NA
"431",16,1,6,1,"1",2,3,262.2114,4,38,5,0,NA,NA
"432",16,1,6,1,"1",2,1,262.2137,NA,NA,NA,NA,NA,NA
"433",16,1,6,1,"1",2,4,263.856,4,38,5,0,0,TRUE
"434",16,1,6,2,"1",2,3,265.7345,3,39,3,1,NA,NA
"435",16,1,6,2,"1",2,1,265.7368,NA,NA,NA,NA,NA,NA
"436",16,1,6,2,"1",2,4,267.3226,3,39,3,1,1,TRUE
"437",16,1,6,3,"1",2,3,269.2409,7,2,4,0,NA,NA
"438",16,1,6,3,"1",2,1,269.2431,NA,NA,NA,NA,NA,NA
"439",16,1,6,3,"1",2,4,270.9418,7,2,4,0,0,TRUE
"440",16,1,6,4,"1",2,3,272.7639,1,27,1,1,NA,NA
"441",16,1,6,4,"1",2,1,272.7662,NA,NA,NA,NA,NA,NA
"442",16,1,6,4,"1",2,4,274.6549,1,27,1,1,1,TRUE
"443",16,1,6,5,"1",2,3,276.2869,5,19,7,0,NA,NA
"444",16,1,6,5,"1",2,1,276.2891,NA,NA,NA,NA,NA,NA
"445",16,1,6,5,"1",2,4,278.6306,5,19,7,0,0,TRUE
"446",16,1,6,6,"1",2,3,279.8101,8,3,8,1,NA,NA
"447",16,1,6,6,"1",2,1,279.8123,NA,NA,NA,NA,NA,NA
"448",16,1,6,6,"1",2,4,281.7349,8,3,8,1,1,TRUE
"449",16,1,7,NA,"1",1,1,287.5074,NA,NA,NA,NA,NA,NA
"450",16,1,7,NA,"1",1,2,287.8915,3,NA,NA,NA,NA,NA
"451",16,1,7,NA,"1",1,2,289.3942,3,NA,NA,NA,NA,NA
"452",16,1,7,NA,"1",1,2,289.8952,4,NA,NA,NA,NA,NA
"453",16,1,7,NA,"1",1,2,290.73,2,NA,NA,NA,NA,NA
"454",16,1,7,NA,"1",1,2,291.0311,1,NA,NA,NA,NA,NA
"455",16,1,7,NA,"1",1,2,292.3495,3,NA,NA,NA,NA,NA
"456",16,1,7,NA,"1",1,2,292.7002,4,NA,NA,NA,NA,NA
"457",16,1,7,NA,"1",1,2,293.535,2,NA,NA,NA,NA,NA
"458",16,1,7,NA,"1",1,2,293.8201,1,NA,NA,NA,NA,NA
"459",16,1,7,NA,"1",1,2,295.2715,7,NA,NA,NA,NA,NA
"460",16,1,7,NA,"1",1,2,295.6733,6,NA,NA,NA,NA,NA
"461",16,1,7,NA,"1",1,2,296.2734,7,NA,NA,NA,NA,NA
"462",16,1,7,NA,"1",1,2,296.7078,6,NA,NA,NA,NA,NA
"463",16,1,7,NA,"1",1,2,297.9097,5,NA,NA,NA,NA,NA
"464",16,1,7,NA,"1",1,2,298.277,8,NA,NA,NA,NA,NA
"465",16,1,7,NA,"1",1,2,298.9616,5,NA,NA,NA,NA,NA
"466",16,1,7,NA,"1",1,2,299.3969,8,NA,NA,NA,NA,NA
"467",16,1,7,NA,"1",1,2,300.0301,7,NA,NA,NA,NA,NA
"468",16,1,7,NA,"1",1,2,300.3647,6,NA,NA,NA,NA,NA
"469",16,1,7,NA,"1",1,2,301.0988,6,NA,NA,NA,NA,NA
"470",16,1,7,NA,"1",1,2,301.967,7,NA,NA,NA,NA,NA
"471",16,1,7,NA,"1",1,2,302.3179,6,NA,NA,NA,NA,NA
"472",16,1,7,NA,"1",1,2,303.1692,7,NA,NA,NA,NA,NA
"473",16,1,7,NA,"1",1,2,306.125,5,NA,NA,NA,NA,NA
"474",16,1,7,NA,"1",1,2,306.6095,8,NA,NA,NA,NA,NA
"475",16,1,7,NA,"1",1,2,307.0774,4,NA,NA,NA,NA,NA
"476",16,1,7,NA,"1",1,2,307.0934,3,NA,NA,NA,NA,NA
"477",16,1,7,NA,"1",1,1,307.5269,NA,NA,NA,NA,NA,NA
"478",16,1,7,NA,"1",2,1,308.0298,NA,NA,NA,NA,NA,NA
"479",16,1,7,1,"1",2,3,309.0465,5,25,5,1,NA,NA
"480",16,1,7,1,"1",2,1,309.0487,NA,NA,NA,NA,NA,NA
"481",16,1,7,1,"1",2,4,310.7441,5,25,5,1,1,TRUE
"482",16,1,7,2,"1",2,3,312.5696,6,22,6,1,NA,NA
"483",16,1,7,2,"1",2,1,312.5718,NA,NA,NA,NA,NA,NA
"484",16,1,7,2,"1",2,4,314.6107,6,22,6,1,1,TRUE
"485",16,1,7,3,"1",2,3,316.0926,7,36,1,0,NA,NA
"486",16,1,7,3,"1",2,1,316.0949,NA,NA,NA,NA,NA,NA
"487",16,1,7,3,"1",2,4,317.742,7,36,1,0,0,TRUE
"488",16,1,7,4,"1",2,3,319.6157,4,23,4,1,NA,NA
"489",16,1,7,4,"1",2,1,319.6179,NA,NA,NA,NA,NA,NA
"490",16,1,7,4,"1",2,4,321.099,4,23,4,1,0,FALSE
"491",16,1,7,5,"1",2,3,323.1387,1,26,3,0,NA,NA
"492",16,1,7,5,"1",2,1,323.1409,NA,NA,NA,NA,NA,NA
"493",16,1,7,5,"1",2,4,324.8627,1,26,3,0,0,TRUE
"494",16,1,7,6,"1",2,3,326.6617,3,13,7,0,NA,NA
"495",16,1,7,6,"1",2,1,326.6639,NA,NA,NA,NA,NA,NA
"496",16,1,7,6,"1",2,4,328.1002,3,13,7,0,0,TRUE
"497",16,2,NA,NA,"2",NA,1,330.9796,NA,NA,NA,NA,NA,NA
"498",16,2,1,NA,"2",1,1,332.4891,NA,NA,NA,NA,NA,NA
"499",16,2,1,NA,"2",1,2,339.8691,3,NA,NA,NA,NA,NA
"500",16,2,1,NA,"2",1,2,341.372,3,NA,NA,NA,NA,NA
"501",16,2,1,NA,"2",1,2,341.8736,4,NA,NA,NA,NA,NA
"502",16,2,1,NA,"2",1,2,342.7077,2,NA,NA,NA,NA,NA
"503",16,2,1,NA,"2",1,2,343.0093,1,NA,NA,NA,NA,NA
"504",16,2,1,NA,"2",1,2,344.3106,3,NA,NA,NA,NA,NA
"505",16,2,1,NA,"2",1,2,344.6623,4,NA,NA,NA,NA,NA
"506",16,2,1,NA,"2",1,2,345.496,2,NA,NA,NA,NA,NA
"507",16,2,1,NA,"2",1,2,345.7809,1,NA,NA,NA,NA,NA
"508",16,2,1,NA,"2",1,2,347.1658,7,NA,NA,NA,NA,NA
"509",16,2,1,NA,"2",1,2,347.5672,6,NA,NA,NA,NA,NA
"510",16,2,1,NA,"2",1,2,348.1676,7,NA,NA,NA,NA,NA
"511",16,2,1,NA,"2",1,2,348.6031,6,NA,NA,NA,NA,NA
"512",16,2,1,NA,"2",1,2,349.8039,5,NA,NA,NA,NA,NA
"513",16,2,1,NA,"2",1,2,350.1727,8,NA,NA,NA,NA,NA
"514",16,2,1,NA,"2",1,2,350.8558,5,NA,NA,NA,NA,NA
"515",16,2,1,NA,"2",1,2,351.2908,8,NA,NA,NA,NA,NA
"516",16,2,1,NA,"2",1,2,351.9244,7,NA,NA,NA,NA,NA
"517",16,2,1,NA,"2",1,2,352.2598,6,NA,NA,NA,NA,NA
"518",16,2,1,NA,"2",1,2,352.993,6,NA,NA,NA,NA,NA
"519",16,2,1,NA,"2",1,2,353.8612,7,NA,NA,NA,NA,NA
"520",16,2,1,NA,"2",1,2,354.2126,6,NA,NA,NA,NA,NA
"521",16,2,1,NA,"2",1,2,355.0634,7,NA,NA,NA,NA,NA
"522",16,2,1,NA,"2",1,2,357.7516,5,NA,NA,NA,NA,NA
"523",16,2,1,NA,"2",1,2,358.2364,8,NA,NA,NA,NA,NA
"524",16,2,1,NA,"2",1,2,358.6376,4,NA,NA,NA,NA,NA
"525",16,2,1,NA,"2",1,2,358.6534,3,NA,NA,NA,NA,NA
"526",16,2,1,NA,"2",1,1,359.0873,NA,NA,NA,NA,NA,NA
"527",16,2,1,NA,"2",2,1,359.5913,NA,NA,NA,NA,NA,NA
"528",16,2,1,1,"2",2,3,360.6068,6,10,6,1,NA,NA
"529",16,2,1,1,"2",2,1,360.6091,NA,NA,NA,NA,NA,NA
"530",16,2,1,1,"2",2,4,362.1695,6,10,6,1,0,FALSE
"531",16,2,1,2,"2",2,3,364.1298,8,3,8,1,NA,NA
"532",16,2,1,2,"2",2,1,364.132,NA,NA,NA,NA,NA,NA
"533",16,2,1,2,"2",2,4,365.6501,8,3,8,1,1,TRUE
"534",16,2,1,3,"2",2,3,367.6529,1,39,3,0,NA,NA
"535",16,2,1,3,"2",2,1,367.6551,NA,NA,NA,NA,NA,NA
"536",16,2,1,3,"2",2,4,369.1306,1,39,3,0,1,FALSE
"537",16,2,1,4,"2",2,3,371.176,3,13,7,0,NA,NA
"538",16,2,1,4,"2",2,1,371.1782,NA,NA,NA,NA,NA,NA
"539",16,2,1,4,"2",2,4,373.6817,3,13,7,0,NA,NA
"540",16,2,1,5,"2",2,3,374.699,2,32,2,1,NA,NA
"541",16,2,1,5,"2",2,1,374.7012,NA,NA,NA,NA,NA,NA
"542",16,2,1,5,"2",2,4,376.6913,2,32,2,1,0,FALSE
"543",16,2,1,6,"2",2,3,378.222,7,36,1,0,NA,NA
"544",16,2,1,6,"2",2,1,378.2243,NA,NA,NA,NA,NA,NA
"545",16,2,1,6,"2",2,4,380.5418,7,36,1,0,0,TRUE
"546",16,2,2,NA,"2",1,1,383.1311,NA,NA,NA,NA,NA,NA
"547",16,2,2,NA,"2",1,2,392.4146,3,NA,NA,NA,NA,NA
"548",16,2,2,NA,"2",1,2,393.4498,3,NA,NA,NA,NA,NA
"549",16,2,2,NA,"2",1,2,393.5512,3,NA,NA,NA,NA,NA
"550",16,2,2,NA,"2",1,2,395.0527,3,NA,NA,NA,NA,NA
"551",16,2,2,NA,"2",1,2,396.2215,3,NA,NA,NA,NA,NA
"552",16,2,2,NA,"2",1,2,396.3054,3,NA,NA,NA,NA,NA
"553",16,2,2,NA,"2",1,2,397.6407,3,NA,NA,NA,NA,NA
"554",16,2,2,NA,"2",1,2,398.7929,4,NA,NA,NA,NA,NA
"555",16,2,2,NA,"2",1,2,400.0451,3,NA,NA,NA,NA,NA
"556",16,2,2,NA,"2",1,2,401.1138,4,NA,NA,NA,NA,NA
"557",16,2,2,NA,"2",1,2,402.4496,1,NA,NA,NA,NA,NA
"558",16,2,2,NA,"2",1,2,403.2176,2,NA,NA,NA,NA,NA
"559",16,2,2,NA,"2",1,2,403.969,1,NA,NA,NA,NA,NA
"560",16,2,2,NA,"2",1,2,404.9708,2,NA,NA,NA,NA,NA
"561",16,2,2,NA,"2",1,2,406.2063,3,NA,NA,NA,NA,NA
"562",16,2,2,NA,"2",1,2,406.8575,4,NA,NA,NA,NA,NA
"563",16,2,2,NA,"2",1,2,407.492,1,NA,NA,NA,NA,NA
"564",16,2,2,NA,"2",1,2,409.7962,2,NA,NA,NA,NA,NA
"565",16,2,2,NA,"2",1,1,410.5808,NA,NA,NA,NA,NA,NA
"566",16,2,2,NA,"2",2,1,411.0836,NA,NA,NA,NA,NA,NA
"567",16,2,2,1,"2",2,3,412.1003,4,7,4,1,NA,NA
"568",16,2,2,1,"2",2,1,412.1026,NA,NA,NA,NA,NA,NA
"569",16,2,2,1,"2",2,4,413.572,4,7,4,1,1,TRUE
"570",16,2,2,2,"2",2,3,415.6234,8,8,8,1,NA,NA
"571",16,2,2,2,"2",2,1,415.6257,NA,NA,NA,NA,NA,NA
"572",16,2,2,2,"2",2,4,417.079,8,8,8,1,0,FALSE
"573",16,2,2,3,"2",2,3,419.1464,2,1,2,1,NA,NA
"574",16,2,2,3,"2",2,1,419.1487,NA,NA,NA,NA,NA,NA
"575",16,2,2,3,"2",2,4,420.7094,2,1,2,1,1,TRUE
"576",16,2,2,4,"2",2,3,422.6695,7,6,6,0,NA,NA
"577",16,2,2,4,"2",2,1,422.6718,NA,NA,NA,NA,NA,NA
"578",16,2,2,4,"2",2,4,424.7626,7,6,6,0,0,TRUE
"579",16,2,2,5,"2",2,3,426.1925,6,39,3,0,NA,NA
"580",16,2,2,5,"2",2,1,426.1947,NA,NA,NA,NA,NA,NA
"581",16,2,2,5,"2",2,4,427.6132,6,39,3,0,0,TRUE
"582",16,2,2,6,"2",2,3,429.699,3,31,7,0,NA,NA
"583",16,2,2,6,"2",2,1,429.7012,NA,NA,NA,NA,NA,NA
"584",16,2,2,6,"2",2,4,431.1779,3,31,7,0,0,TRUE
"585",16,2,3,NA,"2",1,1,434.9585,NA,NA,NA,NA,NA,NA
"586",16,2,3,NA,"2",1,2,443.8414,3,NA,NA,NA,NA,NA
"587",16,2,3,NA,"2",1,2,445.3441,3,NA,NA,NA,NA,NA
"588",16,2,3,NA,"2",1,2,445.845,4,NA,NA,NA,NA,NA
"589",16,2,3,NA,"2",1,2,446.6798,2,NA,NA,NA,NA,NA
"590",16,2,3,NA,"2",1,2,446.981,1,NA,NA,NA,NA,NA
"591",16,2,3,NA,"2",1,2,448.2828,3,NA,NA,NA,NA,NA
"592",16,2,3,NA,"2",1,2,448.6341,4,NA,NA,NA,NA,NA
"593",16,2,3,NA,"2",1,2,449.4682,2,NA,NA,NA,NA,NA
"594",16,2,3,NA,"2",1,2,449.7524,1,NA,NA,NA,NA,NA
"595",16,2,3,NA,"2",1,2,451.138,7,NA,NA,NA,NA,NA
"596",16,2,3,NA,"2",1,2,451.5387,6,NA,NA,NA,NA,NA
"597",16,2,3,NA,"2",1,2,452.1397,7,NA,NA,NA,NA,NA
"598",16,2,3,NA,"2",1,2,452.5747,6,NA,NA,NA,NA,NA
"599",16,2,3,NA,"2",1,2,453.7761,5,NA,NA,NA,NA,NA
"600",16,2,3,NA,"2",1,2,454.1438,8,NA,NA,NA,NA,NA
"601",16,2,3,NA,"2",1,2,454.828,5,NA,NA,NA,NA,NA
"602",16,2,3,NA,"2",1,2,455.2636,8,NA,NA,NA,NA,NA
"603",16,2,3,NA,"2",1,2,455.8966,7,NA,NA,NA,NA,NA
"604",16,2,3,NA,"2",1,2,456.2314,6,NA,NA,NA,NA,NA
"605",16,2,3,NA,"2",1,2,456.9651,6,NA,NA,NA,NA,NA
"606",16,2,3,NA,"2",1,2,457.8334,7,NA,NA,NA,NA,NA
"607",16,2,3,NA,"2",1,2,458.1843,6,NA,NA,NA,NA,NA
"608",16,2,3,NA,"2",1,2,459.0356,7,NA,NA,NA,NA,NA
"609",16,2,3,NA,"2",1,2,461.7238,5,NA,NA,NA,NA,NA
"610",16,2,3,NA,"2",1,2,462.2088,8,NA,NA,NA,NA,NA
"611",16,2,3,NA,"2",1,2,462.6088,4,NA,NA,NA,NA,NA
"612",16,2,3,NA,"2",1,2,462.6261,3,NA,NA,NA,NA,NA
"613",16,2,3,NA,"2",1,1,463.0594,NA,NA,NA,NA,NA,NA
"614",16,2,3,NA,"2",2,1,463.5622,NA,NA,NA,NA,NA,NA
"615",16,2,3,1,"2",2,3,464.5789,5,17,5,1,NA,NA
"616",16,2,3,1,"2",2,1,464.5812,NA,NA,NA,NA,NA,NA
"617",16,2,3,1,"2",2,4,466.174,5,17,5,1,1,TRUE
"618",16,2,3,2,"2",2,3,468.102,1,9,1,1,NA,NA
"619",16,2,3,2,"2",2,1,468.1042,NA,NA,NA,NA,NA,NA
"620",16,2,3,2,"2",2,4,469.7275,1,9,1,1,1,TRUE
"621",16,2,3,3,"2",2,3,471.625,6,2,4,0,NA,NA
"622",16,2,3,3,"2",2,1,471.6272,NA,NA,NA,NA,NA,NA
"623",16,2,3,3,"2",2,4,473.3859,6,2,4,0,0,TRUE
"624",16,2,3,4,"2",2,3,475.148,2,6,6,0,NA,NA
"625",16,2,3,4,"2",2,1,475.1503,NA,NA,NA,NA,NA,NA
"626",16,2,3,4,"2",2,4,477.351,2,6,6,0,0,TRUE
"627",16,2,3,5,"2",2,3,478.6712,4,5,2,0,NA,NA
"628",16,2,3,5,"2",2,1,478.6735,NA,NA,NA,NA,NA,NA
"629",16,2,3,5,"2",2,4,481.1758,4,5,2,0,NA,NA
"630",16,2,3,6,"2",2,3,482.1943,7,19,7,1,NA,NA
"631",16,2,3,6,"2",2,1,482.1965,NA,NA,NA,NA,NA,NA
"632",16,2,3,6,"2",2,4,483.6487,7,19,7,1,0,FALSE
"633",16,2,4,NA,"2",1,1,487.22,NA,NA,NA,NA,NA,NA
"634",16,2,4,NA,"2",1,2,498.0731,3,NA,NA,NA,NA,NA
"635",16,2,4,NA,"2",1,2,499.1084,3,NA,NA,NA,NA,NA
"636",16,2,4,NA,"2",1,2,499.2099,3,NA,NA,NA,NA,NA
"637",16,2,4,NA,"2",1,2,500.728,3,NA,NA,NA,NA,NA
"638",16,2,4,NA,"2",1,2,501.8968,3,NA,NA,NA,NA,NA
"639",16,2,4,NA,"2",1,2,501.9815,3,NA,NA,NA,NA,NA
"640",16,2,4,NA,"2",1,2,503.316,3,NA,NA,NA,NA,NA
"641",16,2,4,NA,"2",1,2,504.4681,4,NA,NA,NA,NA,NA
"642",16,2,4,NA,"2",1,2,505.7204,3,NA,NA,NA,NA,NA
"643",16,2,4,NA,"2",1,2,506.7889,4,NA,NA,NA,NA,NA
"644",16,2,4,NA,"2",1,2,508.1248,1,NA,NA,NA,NA,NA
"645",16,2,4,NA,"2",1,2,508.8929,2,NA,NA,NA,NA,NA
"646",16,2,4,NA,"2",1,2,509.6442,1,NA,NA,NA,NA,NA
"647",16,2,4,NA,"2",1,2,510.646,2,NA,NA,NA,NA,NA
"648",16,2,4,NA,"2",1,2,511.8815,3,NA,NA,NA,NA,NA
"649",16,2,4,NA,"2",1,2,512.5327,4,NA,NA,NA,NA,NA
"650",16,2,4,NA,"2",1,2,513.1673,1,NA,NA,NA,NA,NA
"651",16,2,4,NA,"2",1,2,515.4714,2,NA,NA,NA,NA,NA
"652",16,2,4,NA,"2",1,1,516.256,NA,NA,NA,NA,NA,NA
"653",16,2,4,NA,"2",2,1,516.7589,NA,NA,NA,NA,NA,NA
"654",16,2,4,1,"2",2,3,517.7755,5,25,5,1,NA,NA
"655",16,2,4,1,"2",2,1,517.7777,NA,NA,NA,NA,NA,NA
"656",16,2,4,1,"2",2,4,519.712,5,25,5,1,0,FALSE
"657",16,2,4,2,"2",2,3,521.2986,1,4,1,1,NA,NA
"658",16,2,4,2,"2",2,1,521.3009,NA,NA,NA,NA,NA,NA
"659",16,2,4,2,"2",2,4,523.0089,1,4,1,1,0,FALSE
"660",16,2,4,3,"2",2,3,524.8217,8,35,7,0,NA,NA
"661",16,2,4,3,"2",2,1,524.8239,NA,NA,NA,NA,NA,NA
"662",16,2,4,3,"2",2,4,526.2959,8,35,7,0,0,TRUE
"663",16,2,4,4,"2",2,3,528.3446,6,10,6,1,NA,NA
"664",16,2,4,4,"2",2,1,528.3469,NA,NA,NA,NA,NA,NA
"665",16,2,4,4,"2",2,4,529.8088,6,10,6,1,0,FALSE
"666",16,2,4,5,"2",2,3,531.8677,4,3,8,0,NA,NA
"667",16,2,4,5,"2",2,1,531.87,NA,NA,NA,NA,NA,NA
"668",16,2,4,5,"2",2,4,533.7989,4,3,8,0,0,TRUE
"669",16,2,4,6,"2",2,3,535.3909,7,11,4,0,NA,NA
"670",16,2,4,6,"2",2,1,535.3932,NA,NA,NA,NA,NA,NA
"671",16,2,4,6,"2",2,4,537.0545,7,11,4,0,0,TRUE
"672",16,2,5,NA,"2",1,1,540.7006,NA,NA,NA,NA,NA,NA
"673",16,2,5,NA,"2",1,2,552.3551,3,NA,NA,NA,NA,NA
"674",16,2,5,NA,"2",1,2,553.624,4,NA,NA,NA,NA,NA
"675",16,2,5,NA,"2",1,2,554.6092,3,NA,NA,NA,NA,NA
"676",16,2,5,NA,"2",1,2,555.4941,4,NA,NA,NA,NA,NA
"677",16,2,5,NA,"2",1,2,558.3326,3,NA,NA,NA,NA,NA
"678",16,2,5,NA,"2",1,2,558.6836,4,NA,NA,NA,NA,NA
"679",16,2,5,NA,"2",1,2,559.4513,4,NA,NA,NA,NA,NA
"680",16,2,5,NA,"2",1,2,560.4865,3,NA,NA,NA,NA,NA
"681",16,2,5,NA,"2",1,2,561.7555,2,NA,NA,NA,NA,NA
"682",16,2,5,NA,"2",1,2,562.3734,1,NA,NA,NA,NA,NA
"683",16,2,5,NA,"2",1,2,563.2081,2,NA,NA,NA,NA,NA
"684",16,2,5,NA,"2",1,2,563.5095,1,NA,NA,NA,NA,NA
"685",16,2,5,NA,"2",1,2,563.8268,4,NA,NA,NA,NA,NA
"686",16,2,5,NA,"2",1,2,563.9107,3,NA,NA,NA,NA,NA
"687",16,2,5,NA,"2",1,2,564.6441,3,NA,NA,NA,NA,NA
"688",16,2,5,NA,"2",1,2,564.9958,4,NA,NA,NA,NA,NA
"689",16,2,5,NA,"2",1,2,565.429,2,NA,NA,NA,NA,NA
"690",16,2,5,NA,"2",1,2,565.697,1,NA,NA,NA,NA,NA
"691",16,2,5,NA,"2",1,2,566.7813,7,NA,NA,NA,NA,NA
"692",16,2,5,NA,"2",1,2,567.6161,6,NA,NA,NA,NA,NA
"693",16,2,5,NA,"2",1,2,568.7682,7,NA,NA,NA,NA,NA
"694",16,2,5,NA,"2",1,2,569.553,6,NA,NA,NA,NA,NA
"695",16,2,5,NA,"2",1,2,570.655,2,NA,NA,NA,NA,NA
"696",16,2,5,NA,"2",1,1,570.7383,NA,NA,NA,NA,NA,NA
"697",16,2,5,NA,"2",2,1,571.2411,NA,NA,NA,NA,NA,NA
"698",16,2,5,1,"2",2,3,572.2579,2,20,1,0,NA,NA
"699",16,2,5,1,"2",2,1,572.2601,NA,NA,NA,NA,NA,NA
"700",16,2,5,1,"2",2,4,574.1034,2,20,1,0,0,TRUE
"701",16,2,5,2,"2",2,3,575.7809,3,32,2,0,NA,NA
"702",16,2,5,2,"2",2,1,575.7831,NA,NA,NA,NA,NA,NA
"703",16,2,5,2,"2",2,4,578.1966,3,32,2,0,0,TRUE
"704",16,2,5,3,"2",2,3,579.3039,4,2,4,1,NA,NA
"705",16,2,5,3,"2",2,1,579.3063,NA,NA,NA,NA,NA,NA
"706",16,2,5,3,"2",2,4,581.1504,4,2,4,1,0,FALSE
"707",16,2,5,4,"2",2,3,582.827,1,12,3,0,NA,NA
"708",16,2,5,4,"2",2,1,582.8293,NA,NA,NA,NA,NA,NA
"709",16,2,5,4,"2",2,4,584.6989,1,12,3,0,0,TRUE
"710",16,2,5,5,"2",2,3,586.35,5,17,5,1,NA,NA
"711",16,2,5,5,"2",2,1,586.3522,NA,NA,NA,NA,NA,NA
"712",16,2,5,5,"2",2,4,587.835,5,17,5,1,1,TRUE
"713",16,2,5,6,"2",2,3,589.8731,7,31,7,1,NA,NA
"714",16,2,5,6,"2",2,1,589.8753,NA,NA,NA,NA,NA,NA
"715",16,2,5,6,"2",2,4,591.7492,7,31,7,1,1,TRUE
"716",16,2,6,NA,"2",1,1,595.6837,NA,NA,NA,NA,NA,NA
"717",16,2,6,NA,"2",1,2,610.711,2,NA,NA,NA,NA,NA
"718",16,2,6,NA,"2",1,2,612.3139,6,NA,NA,NA,NA,NA
"719",16,2,6,NA,"2",1,2,612.3316,3,NA,NA,NA,NA,NA
"720",16,2,6,NA,"2",1,2,613.7332,2,NA,NA,NA,NA,NA
"721",16,2,6,NA,"2",1,2,615.1025,1,NA,NA,NA,NA,NA
"722",16,2,6,NA,"2",1,2,616.4715,2,NA,NA,NA,NA,NA
"723",16,2,6,NA,"2",1,2,617.7906,1,NA,NA,NA,NA,NA
"724",16,2,6,NA,"2",1,2,622.2988,1,NA,NA,NA,NA,NA
"725",16,2,6,NA,"2",1,2,623.2338,2,NA,NA,NA,NA,NA
"726",16,2,6,NA,"2",1,2,624.4193,1,NA,NA,NA,NA,NA
"727",16,2,6,NA,"2",1,2,625.2208,2,NA,NA,NA,NA,NA
"728",16,2,6,NA,"2",1,2,626.2726,4,NA,NA,NA,NA,NA
"729",16,2,6,NA,"2",1,1,626.3059,NA,NA,NA,NA,NA,NA
"730",16,2,6,NA,"2",2,1,626.8098,NA,NA,NA,NA,NA,NA
"731",16,2,6,1,"2",2,3,627.8254,8,16,8,1,NA,NA
"732",16,2,6,1,"2",2,1,627.8277,NA,NA,NA,NA,NA,NA
"733",16,2,6,1,"2",2,4,629.3845,8,16,8,1,1,TRUE
"734",16,2,6,2,"2",2,3,631.3484,6,6,6,1,NA,NA
"735",16,2,6,2,"2",2,1,631.3506,NA,NA,NA,NA,NA,NA
"736",16,2,6,2,"2",2,4,632.8529,6,6,6,1,0,FALSE
"737",16,2,6,3,"2",2,3,634.8715,3,26,3,1,NA,NA
"738",16,2,6,3,"2",2,1,634.8737,NA,NA,NA,NA,NA,NA
"739",16,2,6,3,"2",2,4,636.3262,3,26,3,1,1,TRUE
"740",16,2,6,4,"2",2,3,638.3946,4,21,2,0,NA,NA
"741",16,2,6,4,"2",2,1,638.3969,NA,NA,NA,NA,NA,NA
"742",16,2,6,4,"2",2,4,639.8944,4,21,2,0,0,TRUE
"743",16,2,6,5,"2",2,3,641.9176,1,23,4,0,NA,NA
"744",16,2,6,5,"2",2,1,641.9198,NA,NA,NA,NA,NA,NA
"745",16,2,6,5,"2",2,4,643.4017,1,23,4,0,1,FALSE
