"","Subject","Level","Block","Trial","Condition","TrialType","EventType","EventTime","SoundID","AnimationID","MovDir","Congruency","Response","Correctness"
"381",16,1,5,NA,"1",1,2,211.486,2,NA,NA,NA,NA,NA
"382",16,1,5,NA,"1",1,1,211.5698,NA,NA,NA,NA,NA,NA
"383",16,1,5,NA,"1",2,1,212.0895,NA,NA,NA,NA,NA,NA
"384",16,1,5,1,"1",2,3,213.1056,2,26,3,0,NA,NA
"385",16,1,5,1,"1",2,1,213.1082,NA,NA,NA,NA,NA,NA
"386",16,1,5,1,"1",2,4,214.4936,2,26,3,0,0,TRUE
"387",16,1,5,2,"1",2,3,216.6286,6,28,6,1,NA,NA
"388",16,1,5,2,"1",2,1,216.6308,NA,NA,NA,NA,NA,NA
"389",16,1,5,2,"1",2,4,218.1165,6,28,6,1,0,FALSE
"390",16,1,5,3,"1",2,3,220.1516,4,15,4,1,NA,NA
"391",16,1,5,3,"1",2,1,220.1538,NA,NA,NA,NA,NA,NA
"392",16,1,5,3,"1",2,4,222.2789,4,15,4,1,1,TRUE
"393",16,1,5,4,"1",2,3,223.6748,3,33,5,0,NA,NA
"394",16,1,5,4,"1",2,1,223.677,NA,NA,NA,NA,NA,NA
"395",16,1,5,4,"1",2,4,225.1542,3,33,5,0,0,TRUE
"396",16,1,5,5,"1",2,3,227.1978,5,37,2,0,NA,NA
"397",16,1,5,5,"1",2,1,227.2001,NA,NA,NA,NA,NA,NA
