
2	1	NA	NA	1	NA	1	1.422859e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	1	2.931449e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	1	1.295311e+01	NA	NA	NA	NA	NA
2	1	1	NA	1	2	1	1.347108e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	3	1.421842e+01	7	29	4	0	NA
2	1	1	1	1	2	1	1.422215e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	4	1.563706e+01	7	29	4	0	1
2	1	NA	NA	1	NA	1	1.128277e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	1	2.641100e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	1	1.266273e+01	NA	NA	NA	NA	NA
2	1	1	NA	1	2	1	1.318109e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	3	1.392794e+01	7	2	4	0	NA
2	1	1	1	1	2	1	1.393265e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	4	1.536379e+01	7	2	4	0	1
2	1	NA	NA	1	NA	1	1.484485e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	1	2.993367e+00	NA	NA	NA	NA	NA
2	1	1	NA	1	1	2	5.185784e+00	3	NA	NA	NA	NA
2	1	1	NA	1	1	2	7.613737e+00	3	NA	NA	NA	NA
2	1	1	NA	1	1	2	9.757963e+00	2	NA	NA	NA	NA
2	1	1	NA	1	1	2	1.177405e+01	2	NA	NA	NA	NA
2	1	1	NA	1	1	1	1.301472e+01	NA	NA	NA	NA	NA
2	1	1	NA	1	2	1	1.353385e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	3	1.428022e+01	7	15	4	0	NA
2	1	1	1	1	2	1	1.428428e+01	NA	NA	NA	NA	NA
2	1	1	1	1	2	4	1.578244e+01	7	15	4	0	1
